"name","date","url","message","message_zh","country","continente","ai","a","ID"
"Australian Times",2020-05-30,"https://www.facebook.com/74776627628/posts/10158316921457629","Why is there so much furore over China’s Belt and Road Initiative?","为什么中国的腰带和道路倡议有如此多的愤怒？","南非","非洲","根據該問題的描述，這篇文章對一帶一路倡議的情緒是負面的。原因可能是因為該文章提到了「愤怒」這個詞，暗示了人們對一帶一路倡議的不滿或反對情緒。

然而，由於我們無法直接閱讀該文章的內容，無法確定作者的立場或具體論點。因此，這只是一個基於問題描述的初步判斷。要更準確地評估文章的情緒和觀點，需要閱讀全文。","是負面的",64
"Business Day",2023-06-28,"https://www.facebook.com/100064687747315/posts/657011549798431","Unfettered lending has resulted in the Asian nation capturing a number of countries in a debt trap","不受约束的贷款导致亚洲国家捕获许多债务陷阱的国家","南非","非洲","根據該文章的內容，它對一帶一路的情緒可以被認為是負面的。文章指出，不受約束的貸款導致亞洲國家陷入債務困境，這暗示了一帶一路倡議可能對這些國家造成負面影響。然而，這只是該文章的觀點，並不代表所有學者或觀點的共識。","是負面的",65
"allAfrica.com",2020-04-19,"https://www.facebook.com/98946450029/posts/10158289289880030","The Souapiti dam, Guinea's largest hydropower project so far, has the potential to significantly improve access to electricity in a country in desperate need of reliable energy. Human Rights Watch has said the 450-megawatt dam, part of China's Belt and Road Initiative, comes at a substantial cost to local communities.","迄今为止，几内亚最大的水电项目Souapiti大坝有可能在迫切需要可靠的能源的国家中显着改善电力的通量。人权观察表表示，中国腰带和道路倡议的一部分450兆瓦的大坝对当地社区的代价巨大。","南非","非洲","根據該段文字，可以看出對一帶一路的情緒是負面的。文章提到人權觀察組織表示，中國一帶一路倡議中的Souapiti大壩對當地社區造成了巨大的代價。這暗示了該項目可能對當地環境、社會和人權產生負面影響。","是負面的",66
"allAfrica.com",2020-04-18,"https://www.facebook.com/98946450029/posts/10158288018335030","The Souapiti dam, Guinea's largest hydropower project so far, has the potential to significantly improve access to electricity in a country in desperate need of reliable energy. Human Rights Watch has said the 450-megawatt dam, part of China's Belt and Road Initiative, comes at a substantial cost to local communities.","迄今为止，几内亚最大的水电项目Souapiti大坝有可能在迫切需要可靠的能源的国家中显着改善电力的通量。人权观察表表示，中国腰带和道路倡议的一部分450兆瓦的大坝对当地社区的代价巨大。","南非","非洲","根據該段文字，可以看出對一帶一路的情緒是負面的。文章提到人權觀察組織表示，中國一帶一路倡議中的Souapiti大壩對當地社區造成了巨大的代價。這暗示了該項目可能對當地環境、社會和人權產生負面影響。","是負面的",67
"168 Óra",2019-04-29,"https://www.facebook.com/308921667047/posts/10157331162022048","Adósságcsapdába hajtanak minket a guruló jüanok az amerikaiak szerint.","美國人認為，人民幣不斷貶值正在讓我們陷入債務陷阱。","匈牙利","歐洲","根據該句子的描述，文章對一帶一路的情緒是負面的。它指出人民幣貶值可能導致美國陷入債務陷阱，暗示一帶一路可能對美國產生負面影響。然而，這只是該句子的觀點，無法確定整篇文章的立場。","是負面的",68
"Bekezdések",2022-06-16,"https://www.facebook.com/104958058734636/posts/164845556079219","Miközben az Egyesült Államok hosszú évek óta igyekszik blokkolni a kínai gazdasági növekedést és nemzetközileg elszigetelni Pekinget, most még fenyegetőzik is: a washingtoni külügy óva intette Hszi Csin-ping kormányát, „nehogy a történelem rossz oldalára kerüljön”. A hatalmi gőg valójában a Nyugat félelmét igyekszik palástolni. A 2010-es évek arról szóltak, hogy az USA igyekezett éket verni az Európai Unió és Oroszország közé, amely elképesztő potenciállal bírt volna, miközben a Föld népességének kevesebb mint 10 százalékát koncentrálja. Végül egy háború kellett hozzá, hogy ez sikerüljön, de a fizika törvényei – az erő nem vész el, csak átalakul -, úgy tűnik, a diplomáciában és a gazdaságban is működnek. Moszkva az utóbbi években egyre szorosabb kapcsolatokat alakított ki Indiával és Kínával, ami az eurázsiai gazdasági térség rémképét egy dominánsan indo-csendes-óceáni térség rémképével váltotta fel. Ez pedig sokkal fenyegetőbb, hiszen a szűkebben értelmezett – tehát Oroszország nélküli – régió a világ GDP-jének 60 százalékát állítja elő és 3 millió amerikai munkahely – 2019-es számítás szerint az összes foglalkoztatott mintegy 2 százaléka – függ tőle közvetlenül. Washingtonnak tehát egyelőre annyit sikerült elérnie, hogy az amúgyis orosz- és kínabarát Afrika mellé „felzárkóztatta” Ázsia nagy- és középhatalmait: Kínát, Indiát, Iránt, miközben elveszítette Afganisztánt, bizonyos értelemben Irakot és nem tudta legyűrni Szíriát. Mármost a felsorolt országok nem csak külön-külön bírnak stratégiai jelentőséggel, hanem határosak is egymással. Ha úgy tetszik, „egy út, egy övezet” mentén helyezkednek el. A brzezinski-kissingeri iskolán nevelkedett amerikai titkosszolgák és külügyérek tehát ismételten a szűklátókörűség csapdájába estek. Az EU-t ugyan sikeresen leválasztották az orosz nyersanyagokról és elzárták a tudásmegosztás elől, amivel a tagállamokat évekkel, ha nem évtizedekkel vetették vissza a fejlődésben. Oroszországot viszont a világelsőségről álmodozó, mindmáig mellőzött, megmosolygott, kihasznált Ázsia és a feltörekvő Afrika karjaiba lökték. Tehát a Nyugat megalapozott egy rendkívüli nyersanyag- és humánerőforrással (a Föld népességének kb. 40 százaléka) rendelkező szövetségnek. Bizony, igaz a mondás, miszerint, ha lemegy a Nap valahol, másutt éppen fölkel – szokása szerint ezúttal is úgy tűnik, hogy Keleten.","尽管美国一直在试图阻止中国的经济增长和隔离北京多年，但现在正在威胁：华盛顿外交事务一直在警告政府霍西的chone-ping，“不要站在历史的错误方面。 “权力的力量实际上试图掩盖对西方的恐惧。 2010年代是关于美国试图击败欧盟和俄罗斯之间的楔子的，这本来可以发挥着惊人的潜力，而不到地球人口的10％。最后，他需要一场战争才能成功，但是物理定律 - 权力并没有损失，只是在改变 - 它们似乎在外交和经济上起作用。近年来，莫斯科与印度和中国建立了越来越密切的关系，以主要的印度太平洋地区取代了欧亚经济区的噩梦。正如狭义的地区一样，这是更大的威胁性，即俄罗斯没有产生全球GDP的60％和300万美国就业机会，而2019年所有受雇的人中有2％直接依赖于它。因此，就目前而言，华盛顿已经成功地与原本俄罗斯和中国友好的非洲一起“陷入了亚洲的伟大和中等力量：中国，印度，同时失去阿富汗，从某种意义上说，伊拉克也无法克服叙利亚。现在，被列出的国家不仅具有分别具有战略意义，而且还受到边界。如果愿意，它们位于“道路，区域”沿线。因此，在Brzezinski-Kissinger学校长大的美国秘书和外交事务再次被困在狭narrow的心中。尽管欧盟已成功地与俄罗斯的原材料分离，并被知识共享所阻挡，但与之相关的成员国已有多年（即使不是几十年）被回收了。另一方面，俄罗斯被推入亚洲的怀抱，后者梦想着世界领导，仍然被忽视，被剥削，并在亚洲和新兴非洲的怀抱中。因此，西方是与非凡的原材料和人力资源来源（约占地球人口的40％）建立的。当然，俗话说是，当太阳落在某个地方时，它会像往常一样上升到其他地方，似乎又在东方。","匈牙利","歐洲","根據該文章的內容，對一帶一路的情緒可以說是負面的。文章中提到美國一直試圖阻止中國的經濟增長，並警告華盛頓政府不要站在歷史的錯誤方面。文章還提到美國試圖打擊歐盟和俄羅斯之間的關係，並且認為中國和印度在經濟上對俄羅斯構成了威脅。文章中還提到西方國家對非洲和亞洲的資源和人力資源建立了依賴，暗示西方國家對中國的一帶一路倡議持有負面態度。綜合來看，該文章對一帶一路的情緒可以說是負面的。","是負面的",69
"444",2021-03-27,"https://www.facebook.com/490030231058740/posts/4129672563761137","Az USA a nemzetközi beruházások terén is visszaszorítaná a kínai terjeszkedést.","美国还将减少中国在国际投资方面的扩张。","匈牙利","歐洲","根據該句子的描述，可以判斷該文章對一帶一路的情緒是負面的。該句指出美國將減少中國在國際投資方面的擴張，暗示著對中國一帶一路倡議的限制和反對。","是負面的",70
"Szabad Európa",2022-07-31,"https://www.facebook.com/106741190874507/posts/621252692756685","Moszkva ukrajnai inváziója aláásta Oroszország jelentőségét a kínai Egy övezet, egy út tranzitútvonalaként, arra kényszerítve Pekinget, hogy alternatívákat keressen Közép-Ázsiában és a Kaukázusban.","莫斯科入侵烏克蘭削弱了俄羅斯作為中國「一帶一路」倡議中轉路線的重要性，迫使北京在中亞和高加索地區尋求替代方案。","匈牙利","歐洲","根據該文章的內容，可以說對一帶一路的情緒是負面的。文章指出莫斯科入侵烏克蘭削弱了俄羅斯作為中國一帶一路倡議中轉路線的重要性，迫使北京在中亞和高加索地區尋求替代方案。這暗示著中國在一帶一路計劃中遭遇了一個重大挑戰，需要尋找新的替代方案來繼續推進該倡議。因此，該文章對一帶一路的情緒可以被視為負面的。","是負面的",71
"PestiSracok.hu",2017-05-15,"https://www.facebook.com/264517713636590/posts/1353329464755404","Az LMP és a DK is keményen bírálta Orbán Viktort, aki az Egy övezet, egy út gazdasági fórumon vesz részt Kínában, és a hivatalos programja részeként megkoszorúzta a Hősök emlékművét a pekingi Tienanmen téren.","LMP和DK都批评了ViktorOrbán参加了中国的一条路经济论坛，并且作为其官方计划的一部分，都在北京的Tiananmen Square上开心了英雄纪念馆。","匈牙利","歐洲","根據該段文字的描述，可以看出作者對維克托·奧爾班參加中國的一帶一路經濟論壇持有批評的態度。作者提到奧爾班在北京的天安門廣場上開心參觀英雄紀念館，暗示他對中國政府的行為持有正面態度。因此，該段文字對一帶一路的情緒可以被認為是負面的。","是負面的",72
"Telex.hu",2023-08-01,"https://www.facebook.com/100054073007151/posts/769229658222794","Az olasz kormány vizsgálja, hogyan tudnak kilépni a gazdasági együttműködésből.","意大利政府正在调查他们如何离开经济合作。","匈牙利","歐洲","根據該段文字的描述，意大利政府正在調查一帶一路倡議的退出情況，這暗示著對一帶一路的態度可能是負面的。然而，僅憑這一段文字無法確定該文章的整體情緒，因為它只提到了意大利政府的調查，並未提供更多關於一帶一路的具體信息。要全面評估該文章的情緒，需要考慮其他相關內容。","是負面的",73
"Válasz Online",2020-11-18,"https://www.facebook.com/1926735160968885/posts/2434055103570219","Kína az „Egy övezet, egy út”-hoz hasonló kezdeményezésekkel próbálja elérni stratégiai céljait a résztvevő országok kárára. [támogatott tartalom]","中国正试图以“以一种方式”之类的倡议来实现其战略目标，以损害参与国家。 [支持的内容]","匈牙利","歐洲","根據提供的內容，該文章對一帶一路的情緒是負面的。文章指出中國政府試圖以某種方式來實現其戰略目標，並且這種方式可能對參與國家造成損害。這暗示了對一帶一路倡議的懷疑和批評。","是負面的",74
"GeriJoca",2023-08-01,"https://www.facebook.com/100078011284894/posts/290064686937239","☝️olasz védelmi miniszter: szörnyű döntés volt, hogy csatlakoztunk a kínai Egy övezet, egy út projekthez 👊a határvédelemmel kellene ilyen serényen foglalkozni és akkor nem vitatkoznánk a migránsok kötelező elosztásáról!","☝️Oss国防部长：加入中国地区是一个可怕的决定，一个道路项目👊应该在这种边境保护方面处理边境保护，然后我们不会争论移民的强制性分配！","匈牙利","歐洲","根據該段文字的描述，可以判斷該文章對一帶一路的情緒是負面的。該段文字中提到了加入中國地區是一個可怕的決定，並且強調道路項目應該處理邊境保護問題，而不應該討論移民的強制性分配。這種描述暗示了對一帶一路的擔憂和批評，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",75
"Magyarforum",2023-08-13,"https://www.facebook.com/100064374321828/posts/676545234501281","Kína nem hívta meg egyes nyugati országok vezetőit az Egy övezet, egy út Fórumra – írta a Global Times című kínai lap egy, az eseményt ismerő, meg nem nevezett forrásra hivatkozva.","《中国报纸《全球时报》写道，中国并未邀请一些西方国家的领导人参加一条路论坛。","匈牙利","歐洲","根據該文章的內容，可以說該文章對一帶一路的情緒是負面的。因為該文章指出中國並未邀請一些西方國家的領導人參加一帶一路論壇，這暗示著中國在一帶一路倡議中可能存在一些排斥或不合作的態度。","是負面的",76
"Szabad Európa",2021-05-22,"https://www.facebook.com/106741190874507/posts/339210904294200","Egyre nagyobb az elégedetlenség és a kiábrándultság a kínai finanszírozású infrastruktúra-projektek miatt, és ez utat nyit az alternatív elképzelések előtt.","由中国资助的基础设施项目越来越不满和幻灭，这将为替代思想打开道路。","匈牙利","歐洲","根據該句子的描述，文章對一帶一路的情緒是負面的。它指出由中國資助的基礎設施項目引起了越來越多的不滿和幻滅，並提到這可能為替代思想打開道路。這暗示了對一帶一路的懷疑和批評，因此可以認為該文章對一帶一路持有負面的情緒。","是負面的",77
"Makronóm.Blog",2021-04-02,"https://www.facebook.com/265672590604606/posts/1098544843984039","🇨🇳„Ez egy olyan terv, amely Kína hatalmát Európa és Afrika felé tereli” – nyilatkozta a Bloombergnek Jean-Luc Vuillemin, a nemzetközi francia távközlési hivatal vezetője.","🇨🇳“这是一项计划，使中国对欧洲和非洲的权力不同，”国际法国电信办公室负责人让·卢克·维勒明（Jean-Luc Vuillemin）说。","匈牙利","歐洲","根據該段文字，可以判斷該文章對一帶一路的情緒是負面的。該段文字提到一帶一路計劃使中國在歐洲和非洲的權力不同，這暗示著一帶一路計劃可能導致中國在這些地區的影響力增加，可能引起其他國家的擔憂或不滿。","是負面的",78
"Makronóm.Blog",2023-05-11,"https://www.facebook.com/100057194181420/posts/741329044450228","🇮🇹Meloni miniszterelnök jelezte: országa még az idén ki akar lépni a kínai Egy övezet – egy út gazdasági egyezményből. 🤔Peking nem lesz elragadtatva.","梅洛尼总理表示，他的国家希望今年通过一项公路经济大会辞职。 wapeing不会感到高兴。","匈牙利","歐洲","根據提供的資訊，該文章對一帶一路的情緒是負面的。文章提到梅洛尼总理希望通過一項公路經濟大會辭職，這暗示他對一帶一路的計劃持有負面的態度。同時，文章也提到wapeing不會感到高興，這進一步表明對一帶一路的情緒是負面的。","是負面的",79
"Portfolio",2023-03-29,"https://www.facebook.com/47451527654/posts/10160360511117655","Az infrastrukturális fejlesztések kevesebb bevételt termelnek, és az adós országok nagy bajba kerülnek.","基础设施的发展产生的收入较少，债务国家遇到了很大的麻烦。","匈牙利","歐洲","根據該文章的內容，可以說它對一帶一路的情緒是負面的。文章指出基礎設施的發展並未帶來足夠的收入，並且债务国家面臨了很大的麻煩。這暗示了一帶一路倡議在某些方面可能存在問題，並對參與國家的經濟和財政狀況產生了負面影響。","是負面的",80
"Azonnali",2021-06-18,"https://www.facebook.com/251157132029176/posts/1168545046957042","🇨🇳 Kína és a nyugati államok között egyre élesebb konfliktus: a gazdag, demokratikus államokat összefogó G7-csoport egy rivális kezdeményezéssel szorítaná vissza a kínaiak Egy övezet, egy út kezdeményezését. 👉 De miért most álltak csak elő az ötlettel? 👉 Letörheti-e ez a kínai lendületet? 👉 Ki járhat jól a G7-csoport kezdeményezésével? 👉 Elkezdődött volna egy új hidegháború? Utánajártunk!","🇨🇳中国与西方国家之间存在越来越严重的冲突：富裕的G7 G7将通过竞争对手的倡议将中国人推迟了中国倡议。 👉但是为什么他们只是想出这个主意呢？ 👉这个中国的动力会被打破吗？ 👉谁能在G7小组计划中做得很好？ 👉新的冷战会开始吗？我们看！","匈牙利","歐洲","根據該文章的內容，可以說它對一帶一路的情緒是負面的。文章提到了中國與西方國家之間的嚴重衝突，並暗示G7國家通過競爭對手的倡議來推遲中國的倡議。同時，文章也提出了一系列問題，如中國的動力是否會被打破、誰能在G7小組計劃中做得很好以及是否會開始新的冷戰等，這些問題都暗示了對一帶一路的懷疑和擔憂。因此，該文章的情緒可以被認為是負面的。","是負面的",81
"Magyar harsona",2019-04-26,"https://www.facebook.com/400650230398466/posts/606682753128545","Komoly veszélyt jelent Kína terjeszkedése, de Orbán boldog.","中国的扩张是一个严重的威胁，但奥班很高兴。","匈牙利","歐洲","根據該文章的內容，可以說它對一帶一路的情緒是負面的。文章指出中國的擴張被視為一個嚴重的威脅，但同時提到奧地利總理奧班對此感到高興。這暗示了該文章對中國的一帶一路倡議持有批評的態度，認為它對其他國家的利益構成威脅。","是負面的",82
"economx.hu",2020-05-28,"https://www.facebook.com/353820462820/posts/10157021173562821","Pekinget áttételesen bünteti a vírus, ami Washingtonnak lehetőség.","北京受到该病毒的间接惩罚，这是华盛顿的机会。","匈牙利","歐洲","根據該句子的描述，可以看出該文章對一帶一路的情緒是負面的。該句子暗示北京因為病毒而受到間接懲罰，同時將華盛頓視為受益者，這種描述可能暗示對一帶一路倡議的批評或懷疑。然而，僅僅根據這一句子無法全面評價整篇文章的態度，需要進一步閱讀和分析全文才能得出更準確的結論。","是負面的",83
"economx.hu",2023-03-28,"https://www.facebook.com/100064544927214/posts/609883194506506","Átláthatatlan és koordinálatlan a kínai mentőhitelezés.","中国救援贷款是不透明且不协调的。","匈牙利","歐洲","根據該句子的描述，文章對中國救援貸款的情緒是負面的。該句指出中國救援貸款的不透明性和不協調性，暗示了對中國在一帶一路倡議中的行為持懷疑態度。","是負面的",84
"hirado.hu",2023-06-09,"https://www.facebook.com/100064367965052/posts/651491077006485","A Kínával zajló gazdasági versenyt érintve Biden úgy fogalmazott, hogy a Peking által favorizált kereskedelmi kezdeményezés az „Egy Övezet Egy Út” egy zsákutcában végződő „elkobzási program”.","拜登说，关于与中国的经济竞争，北京最有利的贸易倡议是“没收计划”，以死胡同结束。","匈牙利","歐洲","根據該段文字的描述，可以認為該文章對一帶一路的情緒是負面的。文章中提到拜登認為中國最有利的貿易倡議是「沒收計劃」，並以「死胡同」結束，這暗示了對中國的經濟競爭持懷疑態度，認為中國的貿易倡議將導致負面結果。","是負面的",85
"Nyugat.hu",2020-11-17,"https://www.facebook.com/242163243230/posts/10157935260223231","Kína az „Egy övezet, egy út”-hoz hasonló kezdeményezésekkel próbálja elérni stratégiai céljait a résztvevő országok kárára.","中国正试图以“以一种方式”之类的倡议来实现其战略目标，以损害参与国家。","匈牙利","歐洲","根據該段文字的描述，可以認為該文章對一帶一路倡議持有負面的情緒。該段文字指出中國可能以某種方式來實現其戰略目標，並對參與國家造成損害。這種描述暗示了對一帶一路倡議的懷疑和擔憂，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",86
"Startlap",2020-06-10,"https://www.facebook.com/76945222898/posts/10158451756472899","Jelentős fennakadások vannak a kínai kezdeményezésre indult „Egy övezet, egy út” program projektjeiben, sok ország a koronavírus-járvány miatt képtelen fizetni hiteleit az ázsiai ország felé.","在“区域，一条道路”计划的项目中，中国倡议的项目有很大的破坏，许多国家由于加冕典礼而无法向亚洲国家支付贷款。","匈牙利","歐洲","根據該文章的內容，對一帶一路的情緒是負面的。文章指出中國倡議的一帶一路項目對一些國家造成了破壞，並且提到一些國家因為無法支付貸款而受到影響。這種描述暗示了對一帶一路計劃的不滿和擔憂，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",87
"Kecsup hírek",2020-11-16,"https://www.facebook.com/350338649023047/posts/726815354708706","Kína az „Egy övezet, egy út”-hoz hasonló kezdeményezésekkel próbálja elérni stratégiai céljait a résztvevő országok kárára. (x)","中国正试图以“以一种方式”之类的倡议来实现其战略目标，以损害参与国家。 （X）","匈牙利","歐洲","根據提供的內容，該文章對一帶一路的情緒是負面的。文章指出中國政府試圖以某種方式來實現其戰略目標，並且指出這可能對參與國家造成損害。","是負面的",88
"PannonHírnök",2021-06-06,"https://www.facebook.com/439180159545296/posts/2226655354131092","Kína nem akar szuperhatalom lenni. Azonban minden jel szerint globális hatalmi pozícióba igyekszik magát lavírozni.","中国不想成为超级大国。但是，它似乎试图使自己成为全球权力地位。","匈牙利","歐洲","根據該段文字的描述，可以認為該文章對一帶一路倡議的情緒是負面的。文章指出中國不想成為超級大國，但卻試圖在全球爭取更高的權力地位。這種觀點暗示中國的行動可能被視為尋求全球影響力的努力，而不是單純的經濟合作和互利共贏。然而，這只是根據該段文字的描述進行的初步判斷，具體情況可能需要更多的背景信息和分析來進行全面評估。","是負面的",89
"Magyar harsona",2019-04-27,"https://www.facebook.com/400650230398466/posts/607340503062770","Orbán és a kínai kapcsolat négy pontban. Pénz, pénz, pénz, pénz!","Orban和中国关系分为四点。金钱，金钱，金钱，钱！","匈牙利","歐洲","根據該段文字的描述，可以看出對於中國和一帶一路倡議的情緒是負面的。該段文字強調了金錢在中國和匈牙利（Orban）關係中的重要性，並且將這種關係歸結為金錢的交易。這種描述暗示了對於中國和一帶一路倡議的批評，認為中國的動機主要是為了經濟利益而不是真正的合作或互惠。因此，該段文字對一帶一路的情緒是負面的。","是負面的",90
"Szeretlek Magyarország",2023-05-19,"https://www.facebook.com/100064552699787/posts/625080592987025","A lépéssel a Joe Biden amerikai elnök vezette Kína-szkeptikus országok táborának egyik fontos tagjává válhat a déli-európai ország. A kritikusok szerint a lépés káros hatással lehet az olasz gazdaságra.","随着这一举动，南欧国家可能会成为美国总统乔·拜登（Joe Biden）领导的中国怀疑营地的重要成员之一。批评家说，此举可能会对意大利经济产生不利影响。","匈牙利","歐洲","根據該段文字，可以認為對一帶一路的情緒是負面的。文章提到南歐國家可能成為中國怀疑营地的一員，並指出此舉可能對意大利經濟產生不利影響。這暗示了對一帶一路倡議的懷疑和對其可能對意大利經濟帶來負面影響的擔憂。","是負面的",91
"I ♥ Budapest",2023-05-19,"https://www.facebook.com/100064379843670/posts/632904742198848","A lépéssel a Joe Biden amerikai elnök vezette Kína-szkeptikus országok táborának egyik fontos tagjává válhat a déli-európai ország. A kritikusok szerint a lépés káros hatással lehet az olasz gazdaságra.","随着这一举动，南欧国家可能会成为美国总统乔·拜登（Joe Biden）领导的中国怀疑营地的重要成员之一。批评家说，此举可能会对意大利经济产生不利影响。","匈牙利","歐洲","根據該段文字，可以認為對一帶一路的情緒是負面的。文章提到南歐國家可能成為中國怀疑营地的一員，並指出此舉可能對意大利經濟產生不利影響。這暗示了對一帶一路倡議的懷疑和對其可能對意大利經濟帶來負面影響的擔憂。","是負面的",92
"Csípős",2020-11-17,"https://www.facebook.com/1021897124509631/posts/3815322755167040","Kína az „Egy övezet, egy út”-hoz hasonló kezdeményezésekkel próbálja elérni stratégiai céljait a résztvevő országok kárára.","中国正试图以“以一种方式”之类的倡议来实现其战略目标，以损害参与国家。","匈牙利","歐洲","根據該段文字的描述，可以認為該文章對一帶一路倡議持有負面的情緒。該段文字指出中國可能以某種方式來實現其戰略目標，並對參與國家造成損害。這種描述暗示了對一帶一路倡議的懷疑和擔憂，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",93
"PannonHírnök",2021-04-22,"https://www.facebook.com/439180159545296/posts/2189235984539696","Ausztrália nem akar az Új Selyemút része lenni.","澳大利亚不想成为新丝绸之路的一部分。","匈牙利","歐洲","根據該標題，可以推斷該文章對一帶一路的情緒是負面的。澳大利亚不想成为新丝绸之路的一部分，暗示澳大利亚對一帶一路倡議持有否定的態度。然而，為了確定該文章的情緒，需要進一步閱讀文章的內容。","是負面的",94
"Szeged.hu",2020-11-16,"https://www.facebook.com/325466180869493/posts/3479914272091319","Kína hitelezési és befektetési gyakorlata sok esetben torzítja a piacokat, elősegíti a korrupciót, megkerüli az átláthatóságot és egyenlőtlenné teszi a pályát más nemzetközi vállalatok és helyi versenytársak számára.","在许多情况下，中国的贷款和投资实践扭曲了市场，促进腐败，绕开透明度，并使其他国际公司和当地竞争对手的职业不平等。","匈牙利","歐洲","根据该文章的描述，可以说该文章对一带一路的情绪是负面的。文章指出中国的贷款和投资实践扭曲了市场，促进了腐败，绕开了透明度，并导致其他国际公司和当地竞争对手面临职业不平等的问题。这种描述暗示了一带一路倡议可能存在一些负面的影响和问题。","是負面的",95
"Vidék.Ma",2020-11-17,"https://www.facebook.com/1443283575957430/posts/2778391775779930","Kína hitelezési és befektetési gyakorlata sok esetben torzítja a piacokat, elősegíti a korrupciót, megkerüli az átláthatóságot és egyenlőtlenné teszi a pályát más nemzetközi vállalatok és helyi versenytársak számára...","在许多情况下，中国的贷款和投资实践扭曲了市场，促进腐败，绕过透明度，与其他国际公司和当地竞争对手不平等...","匈牙利","歐洲","根据提供的内容，该文章对一带一路的情绪是负面的。文章指出中国的贷款和投资实践扭曲了市场，促进了腐败，并绕过了透明度，与其他国际公司和当地竞争对手不平等。这种描述表明作者对一带一路倡议持有批评的态度。","是負面的",96
"Vidék.Ma",2020-11-16,"https://www.facebook.com/1443283575957430/posts/2777783775840730","Kína az „Egy övezet, egy út”-hoz hasonló kezdeményezésekkel próbálja elérni stratégiai céljait a résztvevő országok kárára.... http://videk.ma/2020/11/a-kinai-rablohitelrol-x/","中国正试图通过诸如损害参与国家的“区域，一种方式”之类的倡议来实现其战略目标。","匈牙利","歐洲","根據該段文字的描述，可以認為該文章對一帶一路的情緒是負面的。文章指出中國可能透過一帶一路倡議來達到其戰略目標，並且可能對參與國家造成損害。這種描述暗示了一帶一路可能存在一些負面的影響和潛在問題。","是負面的",97
"Startlap",2022-06-27,"https://www.facebook.com/76945222898/posts/10160095151167899","Az Egyesült Államok célja, hogy öt év belül 200 milliárd dollár magán- és közfinanszírozást gyűjtsön a fejlődő országok szükséges infrastruktúrájának fejlesztésére egy G7-kezdeményezés keretében, amelynek célja a kínai több milliárd dolláros Egy Övezet Egy Út projektjének ellensúlyozása - közölte a Fehér Ház vasárnap.","白宫说，美国的目标是在五年内筹集2000亿美元的私人和公共资金，以制定发展中国家的必要基础设施，该计划旨在抵消一个公路项目的十亿美元的区域项目。 。","匈牙利","歐洲","根據該文章的內容，對一帶一路的情緒可以說是負面的。文章提到白宮計劃筹集2000亿美元的資金來抵消一帶一路的影響，暗示了對一帶一路的擔憂和反對。然而，由於文章並未提供更多關於一帶一路的具體信息，因此無法確定該文章對一帶一路的態度是完全負面還是中性。","是負面的",98
